code,current,name,name_tv,gender,function,country_code,country_long,birth_date
1548482,TRUE,AZCARRAGA Andres,Andres AZCARRAGA,Male,Athlete,MEX,Mexico,4/7/1993
1548514,TRUE,KIPLIMO Jacob,Jacob KIPLIMO,Male,Athlete,UGA,Uganda,11/14/2000
1548516,TRUE,CHELANGAT Mercyline,Mercyline CHELANGAT,Female,Athlete,UGA,Uganda,12/17/1997
1548527,TRUE,CHELANGAT Sarah,Sarah CHELANGAT,Female,Athlete,UGA,Uganda,6/5/2001
1548538,TRUE,GIRMAY Biniam,Biniam GIRMAY,Male,Athlete,ERI,Eritrea,4/2/2000
1548543,TRUE,MEREDOVA Valentina,Valentina MEREDOVA,Female,Athlete,TKM,Turkmenistan,9/29/1984
1548804,TRUE,LIPARTELIANI Eteri,Eteri LIPARTELIANI,Female,Athlete,GEO,Georgia,9/23/1999
1548817,TRUE,BEKAURI Lasha,Lasha BEKAURI,Male,Athlete,GEO,Georgia,7/26/2000
1548824,TRUE,SOMKHISHVILI Sophio,Sophio SOMKHISHVILI,Female,Athlete,GEO,Georgia,3/17/2000
1548829,TRUE,SHAVDATUASHVILI Lasha,Lasha SHAVDATUASHVILI,Male,Athlete,GEO,Georgia,1/31/1992
1548845,TRUE,GEGA Luiza,Luiza GEGA,Female,Athlete,ALB,Albania,11/5/1988
1548852,TRUE,EL ALLAOUI Majdouline,Majdouline EL ALLAOUI,Female,Athlete,MAR,Morocco,1/23/2001
1548857,TRUE,ABAKAROV Zelimkhan,Zelimkhan ABAKAROV,Male,Athlete,ALB,Albania,7/14/1993
1548868,TRUE,TACCHINI Carlo,Carlo TACCHINI,Male,Athlete,ITA,Italy,1/25/1995
1548871,TRUE,CASADEI Gabriele,Gabriele CASADEI,Male,Athlete,ITA,Italy,8/10/2002
1548928,TRUE,PARDAYEVA Maysa,Maysa PARDAYEVA,Female,Athlete,TKM,Turkmenistan,2/14/2005
1548933,TRUE,NIKOLOVA Stiliana,Stiliana NIKOLOVA,Female,Athlete,BUL,Bulgaria,8/22/2005
1548934,TRUE,TUSHISHVILI Guram,Guram TUSHISHVILI,Male,Athlete,GEO,Georgia,2/5/1995
1548935,TRUE,RAHIMOV Serdar,Serdar RAHIMOV,Male,Athlete,TKM,Turkmenistan,2/12/2004
1548941,TRUE,MARGVELASHVILI Vazha,Vazha MARGVELASHVILI,Male,Athlete,GEO,Georgia,10/3/1993
1548948,TRUE,KALEYN Boryana,Boryana KALEYN,Female,Athlete,BUL,Bulgaria,8/23/2000
1548949,TRUE,ED DOGHMY Achraf,Achraf ED DOGHMY,Male,Athlete,MAR,Morocco,11/19/1999
1548954,TRUE,ASKILASHVILI Eter,Eter ASKILASHVILI,Female,Athlete,GEO,Georgia,10/18/2003
1548958,TRUE,REEVES Dean,Dean Nadeem REEVES LARHEMOUCHI,Male,Athlete,MAR,Morocco,12/21/1995
1548976,TRUE,IVANOVA Sofia,Sofia IVANOVA,Female,Athlete,BUL,Bulgaria,9/15/2005
1548985,TRUE,PETROVA Kamelia,Kamelia PETROVA,Female,Athlete,BUL,Bulgaria,5/1/2006
1548999,TRUE,STOYANOV Rachel,Rachel STOYANOV,Female,Athlete,BUL,Bulgaria,3/14/2003
1549016,TRUE,MINEVSKA Magdalina,Magdalina MINEVSKA,Female,Athlete,BUL,Bulgaria,12/3/2005
1549023,TRUE,VASILEVA Margarita,Margarita VASILEVA,Female,Athlete,BUL,Bulgaria,5/30/2005
1549030,TRUE,SALUKVADZE Nino,Nino SALUKVADZE,Female,Athlete,GEO,Georgia,2/1/1969
1549041,TRUE,ABDELMOULA Jawad,Jawad ABDELMOULA,Male,Athlete,MAR,Morocco,2/18/1994
1549335,TRUE,TSERAKH Hanna,Hanna TSERAKH,Female,Athlete,AIN,AIN,9/7/1998
1549386,TRUE,BIN DALLAH Mohammed,Mohammed BIN DALLAH,Male,Athlete,LBA,Libya,8/18/2002
1549446,TRUE,ABICHA Mohammed,Mohammed ABICHA,Male,Athlete,MAR,Morocco,1/16/1980
1549548,TRUE,ELGRAOUI Zouheir,Zouheir ELGRAOUI,Male,Athlete,MAR,Morocco,7/1/1994
1549970,TRUE,MORALES Yeziel,Yeziel MORALES,Male,Athlete,PUR,Puerto Rico,1/16/1996
1549971,TRUE,ROMANO Kristen Elena,Kristen Elena ROMANO,Female,Athlete,PUR,Puerto Rico,9/24/1999
1550000,TRUE,CAMPOS Rafa,Rafa CAMPOS,Male,Athlete,PUR,Puerto Rico,4/15/1988
1550005,TRUE,AFANADOR Brian,Brian AFANADOR,Male,Athlete,PUR,Puerto Rico,3/6/1997
1550006,TRUE,GONZALEZ Daniel,Daniel GONZALEZ,Male,Athlete,PUR,Puerto Rico,7/18/1993
1550011,TRUE,DIAZ Adriana,Adriana DIAZ,Female,Athlete,PUR,Puerto Rico,10/31/2000
1550025,TRUE,PAGAN India,India PAGAN,Female,Athlete,PUR,Puerto Rico,1/7/1999
1550027,TRUE,HOLLINGSHED Mya,Mya HOLLINGSHED,Female,Athlete,PUR,Puerto Rico,10/29/1999
1550028,TRUE,ROSADO Pamela,Pamela ROSADO,Female,Athlete,PUR,Puerto Rico,4/30/1986
1550031,TRUE,GUIRANTES Arella,Arella GUIRANTES,Female,Athlete,PUR,Puerto Rico,10/15/1997
1550032,TRUE,BENITEZ Jacqueline,Jacqueline BENITEZ,Female,Athlete,PUR,Puerto Rico,6/6/1997
1550035,TRUE,JONES Brianna,Brianna JONES,Female,Athlete,PUR,Puerto Rico,2/9/1997
1550037,TRUE,FRANCO Hugo,Hugo FRANCO,Male,Athlete,CUB,Cuba,2/22/1992
1550042,TRUE,MELENDEZ Tayra,Tayra MELENDEZ,Female,Athlete,PUR,Puerto Rico,10/29/1993
1550045,TRUE,SAN ANTONIO Trinity,Trinity SAN ANTONIO,Female,Athlete,PUR,Puerto Rico,10/28/2003
1550051,TRUE,QUINONES Isalys,Isalys QUINONES,Female,Athlete,PUR,Puerto Rico,10/23/1997
1550067,TRUE,BOLAT Ebru,Ebru BOLAT,Female,Athlete,ROU,Romania,10/22/1999
1550072,TRUE,BOGDAN Ana,Ana BOGDAN,Female,Athlete,ROU,Romania,11/25/1992
1550074,TRUE,CRISTIAN Jaqueline Adina,Jaqueline Adina CRISTIAN,Female,Athlete,ROU,Romania,6/5/1998
1550075,TRUE,NICULESCU Monica,Monica NICULESCU,Female,Athlete,ROU,Romania,9/25/1987
1550088,TRUE,GANDIA Adrian,Adrian GANDIA,Male,Athlete,PUR,Puerto Rico,12/19/1997
1550089,TRUE,PEREZ Maria,Maria PEREZ,Female,Athlete,PUR,Puerto Rico,4/1/1989
1550108,TRUE,ESSABAI Ahmed,Ahmed ESSABAI,Male,Athlete,LBA,Libya,6/25/2000
1550116,TRUE,BELENIUK Zhan,Zhan BELENIUK,Male,Athlete,UKR,Ukraine,1/24/1991
1550119,TRUE,NASIBOV Parviz,Parviz NASIBOV,Male,Athlete,UKR,Ukraine,8/18/1998
1550148,TRUE,CAMBEI Mihaela Valentina,Mihaela Valentina CAMBEI,Female,Athlete,ROU,Romania,11/18/2002
1550150,TRUE,PAUL Georges Julien,Georges Julien PAUL,Male,Athlete,MRI,Mauritius,1/7/1996
1550154,TRUE,TOMA Loredana Elena,Loredana Elena TOMA,Female,Athlete,ROU,Romania,5/10/1995
1550162,TRUE,KRASNIQI Distria,Distria KRASNIQI,Female,Athlete,KOS,Kosovo,12/10/1995
1550164,TRUE,GJAKOVA Nora,Nora GJAKOVA,Female,Athlete,KOS,Kosovo,8/17/1992
1550167,TRUE,FAZLIU Laura,Laura FAZLIU,Female,Athlete,KOS,Kosovo,9/28/2000
1550168,TRUE,KUKA Loriana,Loriana KUKA,Female,Athlete,KOS,Kosovo,4/5/1997
1550169,TRUE,GJAKOVA Akil,Akil GJAKOVA,Male,Athlete,KOS,Kosovo,1/4/1996
1550170,TRUE,BARBOSU Ana,Ana BARBOSU,Female,Athlete,ROU,Romania,7/26/2006
1550174,TRUE,COSMAN Lilia,Lilia COSMAN,Female,Athlete,ROU,Romania,8/6/2007
1550176,TRUE,GHIGOARTA Amalia,Amalia GHIGOARTA,Female,Athlete,ROU,Romania,1/28/2007
1550184,TRUE,GURULI Lasha,Lasha GURULI,Male,Athlete,GEO,Georgia,8/27/1996
1550186,TRUE,MANECA-VOINEA Sabrina,Sabrina MANECA-VOINEA,Female,Athlete,ROU,Romania,6/4/2007
1550192,TRUE,PREDA Andreea,Andreea PREDA,Female,Athlete,ROU,Romania,5/23/2006
1550218,TRUE,SAWADOGO Faysal,Faysal SAWADOGO,Male,Athlete,BUR,Burkina Faso,9/22/1996
1550219,TRUE,FITI Scott James,Scott James FITI,Male,Athlete,FSM,Federated States of Micronesia,7/17/1995
1550221,TRUE,LIMTIACO Tasi,Tasi LIMTIACO,Male,Athlete,FSM,Federated States of Micronesia,1/4/1994
1550227,TRUE,AWANG Mohd Azizulhasni,Mohd Azizulhasni AWANG,Male,Athlete,MAS,Malaysia,1/5/1988
1550228,TRUE,SAHROM Muhammad Shah Firdaus,Muhammad Shah Firdaus SAHROM,Male,Athlete,MAS,Malaysia,11/26/1995
1550233,TRUE,AMIT Amit,Amit AMIT,Male,Athlete,IND,India,10/16/1995
1550250,TRUE,CHOPRA Neeraj,Neeraj CHOPRA,Male,Athlete,IND,India,12/24/1997
1550264,TRUE,MUNTEAN Andrei-Vasile,Andrei-Vasile MUNTEAN,Male,Athlete,ROU,Romania,1/30/1993
1550271,TRUE,NISHANT DEV,NISHANT DEV,Male,Athlete,IND,India,12/23/2000
1550285,TRUE,ADAM Adriana,Adriana ADAM,Female,Athlete,ROU,Romania,4/11/1999
1550289,TRUE,ANGHEL Roxana,Roxana ANGHEL,Female,Athlete,ROU,Romania,1/1/1998
1550294,TRUE,BERES Amalia,Amalia BERES,Female,Athlete,ROU,Romania,6/18/1997
1550295,TRUE,TARNOVSCHI Serghei,Serghei TARNOVSCHI,Male,Athlete,MDA,Republic of Moldova,6/24/1997
1550300,TRUE,OLARASU Maria,Maria OLARASU,Female,Athlete,MDA,Republic of Moldova,5/28/2000
1550303,TRUE,BODNAR Ancuta,Ancuta BODNAR,Female,Athlete,ROU,Romania,9/25/1998
1550307,TRUE,COCIU Daniela,Daniela COCIU,Female,Athlete,MDA,Republic of Moldova,5/4/2000
1550309,TRUE,NIKHAT Zareen,Zareen NIKHAT,Female,Athlete,IND,India,6/14/1996
1550313,TRUE,PREETI,PREETI,Female,Athlete,IND,India,10/23/2003
1550324,TRUE,CIOTAU Emanuela Ioana,Emanuela Ioana CIOTAU,Female,Athlete,ROU,Romania,9/15/2002
1550326,TRUE,JAISMINE,JAISMINE,Female,Athlete,IND,India,8/30/2001
1550327,TRUE,KHIEW Hoe Yean,Hoe Yean KHIEW,Male,Athlete,MAS,Malaysia,9/2/2002
1550329,TRUE,CIRES Patricia,Patricia CIRES,Female,Athlete,ROU,Romania,6/11/2002
1550384,TRUE,COZMIUC Ionela Livia,Ionela Livia COZMIUC,Female,Athlete,ROU,Romania,1/3/1995
1550432,TRUE,BORGOHAIN Lovlina,Lovlina BORGOHAIN,Female,Athlete,IND,India,1/2/1997
1550437,TRUE,LEHACI Maria,Maria LEHACI,Female,Athlete,ROU,Romania,6/28/1999
1550531,TRUE,MOROSAN Ioana Madalina,Ioana Madalina MOROSAN,Female,Athlete,ROU,Romania,6/24/1999
1550542,TRUE,PETREANU Victoria Stefania,Victoria Stefania PETREANU,Female,Athlete,ROU,Romania,1/21/2003
1550544,TRUE,DOGUE Marvin,Marvin DOGUE,Male,Athlete,GER,Germany,11/1/1995
1550546,TRUE,LIEBIG Fabian,Fabian LIEBIG,Male,Athlete,GER,Germany,6/18/1994
1550551,TRUE,ZILLEKENS Annika,Annika ZILLEKENS,Female,Athlete,GER,Germany,4/3/1990
1550553,TRUE,LANGREHR Rebecca,Rebecca LANGREHR,Female,Athlete,GER,Germany,4/4/1998
1550560,TRUE,RADIS Simona,Simona RADIS,Female,Athlete,ROU,Romania,4/5/1999
1550630,TRUE,RUSU Maria Magdalena,Maria Magdalena RUSU,Female,Athlete,ROU,Romania,9/30/1999
1550644,TRUE,UNGUREANU Alexandra,Alexandra UNGUREANU,Female,Athlete,ROU,Romania,3/7/2001
1550661,TRUE,van GRONINGEN Gianina Elena,Gianina Elena van GRONINGEN,Female,Athlete,ROU,Romania,5/21/1995
1550789,TRUE,VRINCEANU Ioana,Ioana VRINCEANU,Female,Athlete,ROU,Romania,3/7/1994
1550806,TRUE,ADAM Constantin,Constantin ADAM,Male,Athlete,ROU,Romania,7/12/1996
1550815,TRUE,KUSHITASHVILI Georgii,Georgii KUSHITASHVILI,Male,Athlete,GEO,Georgia,11/16/1995
1550831,TRUE,GRESHAM Zackary,Zackary GRESHAM,Male,Athlete,GRN,Grenada,9/29/2004
1550881,TRUE,SCHEMBRI Kruz,Kruz SCHEMBRI,Male,Athlete,ISV,"Virgin Islands, US",10/25/2006
1550974,TRUE,CRACIUN Nicolae,Nicolae CRACIUN,Male,Athlete,ITA,Italy,6/14/1994
1550975,TRUE,de GENNARO Giovanni,Giovanni de GENNARO,Male,Athlete,ITA,Italy,7/21/1992
1550977,TRUE,HORN Stefanie,Stefanie HORN,Female,Athlete,ITA,Italy,1/9/1991
1550978,TRUE,IVALDI Raffaello,Raffaello IVALDI,Male,Athlete,ITA,Italy,12/16/1997
1550980,TRUE,BERTONCELLI Marta,Marta BERTONCELLI,Female,Athlete,ITA,Italy,7/3/2001
1551050,TRUE,ABBADINI Yumin,Yumin ABBADINI,Male,Athlete,ITA,Italy,5/6/2001
1551051,TRUE,BARTOLINI Nicola,Nicola BARTOLINI,Male,Athlete,ITA,Italy,2/7/1996
1551052,TRUE,CASALI Lorenzo Minh,Lorenzo Minh CASALI,Male,Athlete,ITA,Italy,9/12/2002
1551057,TRUE,MACCHIATI Mario,Mario MACCHIATI,Male,Athlete,ITA,Italy,11/27/1999
1551058,TRUE,MACCHINI Carlo,Carlo MACCHINI,Male,Athlete,ITA,Italy,5/5/1996
1551061,TRUE,D'AMATO Alice,Alice D'AMATO,Female,Athlete,ITA,Italy,2/7/2003
1551121,TRUE,BRAVO YOUNG Roman Guillermo,Roman Guillermo BRAVO YOUNG,Male,Athlete,MEX,Mexico,1/28/1999
1551123,TRUE,GOMEZ Austin Klee,Austin Klee GOMEZ,Male,Athlete,MEX,Mexico,3/19/1998
1551159,TRUE,FAHMI Muhd Azeem,Muhd Azeem FAHMI,Male,Athlete,MAS,Malaysia,4/29/2004
1551169,TRUE,BAZADZE Sandro,Sandro BAZADZE,Male,Athlete,GEO,Georgia,7/29/1993
1551175,TRUE,ARTENI Florin,Florin ARTENI,Male,Athlete,ROU,Romania,3/6/2001
1551177,TRUE,BAITOC Bogdan,Bogdan BAITOC,Male,Athlete,ROU,Romania,6/9/1998
1551178,TRUE,BEJAN Sergiu Vasile,Sergiu Vasile BEJAN,Male,Athlete,ROU,Romania,11/18/1996
1551180,TRUE,BERARIU Stefan Constantin,Stefan Constantin BERARIU,Male,Athlete,ROU,Romania,1/14/1999
1551184,TRUE,CHIRUTA Mihai,Mihai CHIRUTA,Male,Athlete,ROU,Romania,9/26/1998
1551186,TRUE,CORNEA Andrei Sebastian,Andrei Sebastian CORNEA,Male,Athlete,ROU,Romania,11/10/1999
1551188,TRUE,COZMIUC Marius Vasile,Marius Vasile COZMIUC,Male,Athlete,ROU,Romania,9/7/1992
1551190,TRUE,DANCIU Laurentiu,Laurentiu DANCIU,Male,Athlete,ROU,Romania,3/31/2000
1551238,TRUE,ENACHE Marian Florian,Marian Florian ENACHE,Male,Athlete,ROU,Romania,8/5/1995
1551246,TRUE,BEIQI Hana,Hana BEIQI,Female,Athlete,KOS,Kosovo,9/28/2008
1551249,TRUE,MOUTTAKI Yasmine,Yasmine MOUTTAKI,Female,Athlete,MAR,Morocco,6/22/1997
1551270,TRUE,GOLOVINA Luba,Luba GOLOVINA,Female,Athlete,GEO,Georgia,4/20/1990
1551283,TRUE,BERTAL Widad,Widad BERTAL,Female,Athlete,MAR,Morocco,8/31/1999
1551307,TRUE,DJURAEV Akbar,Akbar DJURAEV,Male,Athlete,UZB,Uzbekistan,10/8/1999
1551316,TRUE,STOEVA Stefani,Stefani STOEVA,Female,Athlete,BUL,Bulgaria,9/23/1995
1551318,TRUE,MARDI Khadija,Khadija MARDI,Female,Athlete,MAR,Morocco,2/1/1991
1551324,TRUE,STOEVA Gabriela,Gabriela STOEVA,Female,Athlete,BUL,Bulgaria,7/15/1994
1551330,TRUE,NALBANTOVA Kaloyana,Kaloyana NALBANTOVA,Female,Athlete,BUL,Bulgaria,3/6/2006
1551347,TRUE,ADASHBAEVA Rigina,Rigina ADASHBAEVA,Female,Athlete,UZB,Uzbekistan,10/29/2001
1551355,TRUE,JABBOROVA Tursunoy,Tursunoy JABBOROVA,Female,Athlete,UZB,Uzbekistan,3/4/2002
1551387,TRUE,MONNA Paolo,Paolo MONNA,Male,Athlete,ITA,Italy,4/19/1998
1551388,TRUE,MALDINI Federico Nilo,Federico Nilo MALDINI,Male,Athlete,ITA,Italy,3/28/2001
1551390,TRUE,MAZZETTI Riccardo,Riccardo MAZZETTI,Male,Athlete,ITA,Italy,5/2/1984
1551391,TRUE,SPINELLA Massimo,Massimo SPINELLA,Male,Athlete,ITA,Italy,8/8/1999
1551400,TRUE,SOLLAZZO Danilo Dennis,Danilo Dennis SOLLAZZO,Male,Athlete,ITA,Italy,12/5/2002
1551401,TRUE,BONAZZI Edoardo,Edoardo BONAZZI,Male,Athlete,ITA,Italy,7/3/2002
1551443,TRUE,TALAKHADZE Lasha,Lasha TALAKHADZE,Male,Athlete,GEO,Georgia,10/2/1993
1551445,TRUE,MISHVELIDZE Shota,Shota MISHVELIDZE,Male,Athlete,GEO,Georgia,10/18/1994
1551552,TRUE,BOUKHIAM Ramzi,Ramzi BOUKHIAM,Male,Athlete,MAR,Morocco,9/14/1993
1551755,TRUE,BAKRACI Gresa,Gresa BAKRACI,Female,Athlete,KOS,Kosovo,9/11/1995
1551787,TRUE,RAMOS Ethan Adrian,Ethan Adrian RAMOS,Male,Athlete,PUR,Puerto Rico,4/3/1995
1551794,TRUE,SMITH Jonovan Darius,Jonovan Darius SMITH,Male,Athlete,PUR,Puerto Rico,2/19/2001
1551804,TRUE,CLARO FIZ Alejandro,Alejandro CLARO FIZ,Male,Athlete,CUB,Cuba,2/27/2001
1551805,TRUE,VELASCO FUENTES Victoria,Victoria VELASCO FUENTES,Female,Athlete,MEX,Mexico,8/5/2002
1551878,TRUE,GAXIOLA GONZALEZ Daniela,Daniela GAXIOLA GONZALEZ,Female,Athlete,MEX,Mexico,11/25/1992
1551880,TRUE,VERDUGO OSUNA Yuli,Yuli VERDUGO OSUNA,Female,Athlete,MEX,Mexico,6/29/1997
1551883,TRUE,SALAZAR VALLES Jessica,Jessica SALAZAR VALLES,Female,Athlete,MEX,Mexico,9/21/1995
1551884,TRUE,HORTA RODRIGUEZ del REY Saidel Ivan,Saidel Ivan HORTA RODRIGUEZ del REY,Male,Athlete,CUB,Cuba,3/28/2002
1551906,TRUE,PENA SALAS Ricardo,Ricardo PENA SALAS,Male,Athlete,MEX,Mexico,6/30/2001
1551907,TRUE,GUTIERREZ PRIETO Adair Zabdiel,Adair Zabdiel GUTIERREZ PRIETO,Male,Athlete,MEX,Mexico,1/7/2001
1551908,TRUE,WILLIAMS Sada,Sada WILLIAMS,Female,Athlete,BAR,Barbados,12/1/1997
1551912,TRUE,RODRIGUEZ SUAREZ Erika Monserrath,Erika Monserrath RODRIGUEZ SUAREZ,Female,Athlete,MEX,Mexico,2/26/1999
1551918,TRUE,EVELYN Tristan,Tristan EVELYN,Female,Athlete,BAR,Barbados,1/25/1998
1552005,TRUE,MOHD AFENDY Khairulnizam,Khairulnizam MOHD AFENDY,Male,Athlete,MAS,Malaysia,5/27/1993
1552017,TRUE,FOO KUNE Kate,Kate FOO KUNE,Female,Athlete,MRI,Mauritius,3/29/1993
1552020,TRUE,PERRIER Marie,Marie PERRIER,Female,Athlete,MRI,Mauritius,3/30/1995
1552024,TRUE,BIBI Gary Noa Jerrel,Gary Noa Jerrel BIBI,Male,Athlete,MRI,Mauritius,8/21/2000
1552030,TRUE,LO Chia-Ling,LO Chia-Ling,Female,Athlete,TPE,Chinese Taipei,10/8/2001
1552033,TRUE,HORODISTEANU Florin Bogdan,Florin Bogdan HORODISTEANU,Male,Athlete,ROU,Romania,4/12/1999
1552037,TRUE,LEHACI Florin Sorin,Florin Sorin LEHACI,Male,Athlete,ROU,Romania,3/26/1999
1552039,TRUE,LUNGU Andrei,Andrei LUNGU,Male,Athlete,ROU,Romania,8/6/2000
1552040,TRUE,MANDRILA Andrei,Andrei MANDRILA,Male,Athlete,ROU,Romania,11/28/2002
1552045,TRUE,MUNTEANU Adrian,Adrian MUNTEANU,Male,Athlete,ROU,Romania,10/13/1997
1552049,TRUE,NUTESCU Leontin,Leontin NUTESCU,Male,Athlete,ROU,Romania,7/16/2004
1552057,TRUE,BACHMANN Simon,Simon BACHMANN,Male,Athlete,SEY,Seychelles,2/17/1999
1552058,TRUE,PRUNDEANU Ioan,Ioan PRUNDEANU,Male,Athlete,ROU,Romania,1/17/1993
1552065,TRUE,SEMCIUC Mugurel Vasile,Mugurel Vasile SEMCIUC,Male,Athlete,ROU,Romania,1/24/1998
1552074,TRUE,TIGANESCU Mihaita Vasile,Mihaita Vasile TIGANESCU,Male,Athlete,ROU,Romania,2/4/1998
1552080,TRUE,TUDOSA Ciprian,Ciprian TUDOSA,Male,Athlete,ROU,Romania,3/31/1997
1552086,TRUE,MEGOS Alexander,Alexander MEGOS,Male,Athlete,GER,Germany,8/12/1993
1552087,TRUE,FLOHE Yannick,Yannick FLOHE,Male,Athlete,GER,Germany,8/14/1999
1552089,TRUE,DOERFFEL Lucia,Lucia DOERFFEL,Female,Athlete,GER,Germany,3/22/2000
1552154,TRUE,ACCAME Ilaria Elvira,Ilaria Elvira ACCAME,Female,Athlete,ITA,Italy,8/31/2001
1552155,TRUE,ACETI Vladimir,Vladimir ACETI,Male,Athlete,ITA,Italy,10/16/1998
1552156,TRUE,ALI Chituru,Chituru ALI,Male,Athlete,ITA,Italy,4/6/1999
1552157,TRUE,BIANCIARDI Lapo,Lapo BIANCIARDI,Male,Athlete,ITA,Italy,7/6/1998
1552158,TRUE,BONGIORNI Anna,Anna BONGIORNI,Female,Athlete,ITA,Italy,9/15/1993
1552159,TRUE,BONORA Alessandra,Alessandra BONORA,Female,Athlete,ITA,Italy,9/7/2000
1552160,TRUE,BORGA Rebecca,Rebecca BORGA,Female,Athlete,ITA,Italy,6/11/1998
1552161,TRUE,CECCARELLI Samuele,Samuele CECCARELLI,Male,Alternate Athlete,ITA,Italy,1/9/2000
1552162,TRUE,DESALU Eseosa Fostine,Eseosa Fostine DESALU,Male,Athlete,ITA,Italy,2/19/1994
1552163,TRUE,DOSSO Zaynab,Zaynab DOSSO,Female,Athlete,ITA,Italy,9/12/1999
1552166,TRUE,HOOPER Gloria,Gloria HOOPER,Female,Athlete,ITA,Italy,3/3/1992
1552167,TRUE,JACOBS Lamont Marcell,Lamont Marcell JACOBS,Male,Athlete,ITA,Italy,9/26/1994
1552168,TRUE,KADDARI Dalia,Dalia KADDARI,Female,Athlete,ITA,Italy,3/23/2001
1552169,TRUE,LOPEZ Brayan,Brayan LOPEZ,Male,Athlete,ITA,Italy,6/20/1997
1552170,TRUE,MANGIONE Alice,Alice MANGIONE,Female,Athlete,ITA,Italy,1/19/1997
1552171,TRUE,MELI Riccardo,Riccardo MELI,Male,Athlete,ITA,Italy,4/15/2001
1552172,TRUE,MELLUZZO Matteo,Matteo MELLUZZO,Male,Athlete,ITA,Italy,7/29/2002
1552173,TRUE,PATTA Lorenzo,Lorenzo PATTA,Male,Athlete,ITA,Italy,5/23/2000
1552174,TRUE,PAVESE Alessia,Alessia PAVESE,Female,Athlete,ITA,Italy,7/15/1998
1552175,TRUE,POLINARI Anna,Anna POLINARI,Female,Athlete,ITA,Italy,2/7/1999
1552177,TRUE,RE Davide,Davide RE,Male,Athlete,ITA,Italy,3/16/1993
1552294,TRUE,SCOTTI Edoardo,Edoardo SCOTTI,Male,Athlete,ITA,Italy,5/9/2000
1552295,TRUE,SIRAGUSA Irene,Irene SIRAGUSA,Female,Athlete,ITA,Italy,6/23/1993
1552296,TRUE,SITO Luca,Luca SITO,Male,Athlete,ITA,Italy,5/12/2003
1552298,TRUE,TORTU Filippo,Filippo TORTU,Male,Athlete,ITA,Italy,6/15/1998
1552299,TRUE,TREVISAN Giancarla,Giancarla TREVISAN,Female,Athlete,ITA,Italy,2/17/1993
1552300,TRUE,TROIANI Virginia,Virginia TROIANI,Female,Alternate Athlete,ITA,Italy,2/22/1996
1552303,TRUE,ARESE Pietro,Pietro ARESE,Male,Athlete,ITA,Italy,10/8/1999
1552304,TRUE,BARONTINI Simone,Simone BARONTINI,Male,Athlete,ITA,Italy,1/5/1999
1552305,TRUE,BATTOCLETTI Nadia,Nadia BATTOCLETTI,Female,Athlete,ITA,Italy,4/12/2000
1552306,TRUE,BELLO Elena,Elena BELLO,Female,Athlete,ITA,Italy,1/18/1997
1552307,TRUE,CAVALLI Ludovica,Ludovica CAVALLI,Female,Athlete,ITA,Italy,12/20/2000
1552309,TRUE,COIRO Eloisa,Eloisa COIRO,Female,Athlete,ITA,Italy,12/1/2000
1552311,TRUE,CRIPPA Yemaneberhan,Yemaneberhan CRIPPA,Male,Athlete,ITA,Italy,10/15/1996
1552312,TRUE,del BUONO Federica,Federica del BUONO,Female,Athlete,ITA,Italy,12/12/1994
1552313,TRUE,EPIS Giovanna,Giovanna EPIS,Female,Athlete,ITA,Italy,10/11/1988
1552318,TRUE,RAHMAN Imranur,Imranur RAHMAN,Male,Athlete,BAN,Bangladesh,7/5/1993
1552320,TRUE,LAWRENCE Matthew,Matthew LAWRENCE,Male,Athlete,MOZ,Mozambique,12/27/2003
1552338,TRUE,DONELLI Denise,Denise DONELLI,Female,Athlete,MOZ,Mozambique,5/20/1996
1552341,TRUE,FANIEL Eyob,Eyob FANIEL,Male,Athlete,ITA,Italy,11/26/1992
1552342,TRUE,MESLEK Ossama,Ossama MESLEK,Male,Athlete,ITA,Italy,1/8/1997
1552343,TRUE,MEUCCI Daniele,Daniele MEUCCI,Male,Athlete,ITA,Italy,10/7/1985
1552347,TRUE,TECUCEANU Catalin,Catalin TECUCEANU,Male,Athlete,ITA,Italy,9/9/1999
1552348,TRUE,VISSA Sintayehu,Sintayehu VISSA,Female,Athlete,ITA,Italy,7/29/1996
1552349,TRUE,YAREMCHUK Sofiia,Sofiia YAREMCHUK,Female,Athlete,ITA,Italy,6/3/1994
1552351,TRUE,ZOGHLAMI Osama,Osama ZOGHLAMI,Male,Athlete,ITA,Italy,6/19/1994
1552358,TRUE,FOLORUNSO Ayomide,Ayomide FOLORUNSO,Female,Athlete,ITA,Italy,10/17/1996
1552362,TRUE,MURARO Alice,Alice MURARO,Female,Athlete,ITA,Italy,8/14/2000
1552364,TRUE,SARTORI Rebecca,Rebecca SARTORI,Female,Athlete,ITA,Italy,5/22/1997
1552365,TRUE,SIBILIO Alessandro,Alessandro SIBILIO,Male,Athlete,ITA,Italy,4/27/1999
1552368,TRUE,DAYIBEKOVA Zaynab,Zaynab DAYIBEKOVA,Female,Athlete,UZB,Uzbekistan,11/19/2002
1552370,TRUE,SULAMANIDZE Ilia,Ilia SULAMANIDZE,Male,Athlete,GEO,Georgia,6/18/2001
1552373,TRUE,BRUNI Roberta,Roberta BRUNI,Female,Athlete,ITA,Italy,3/8/1994
1552374,TRUE,DALLAVALLE Andrea,Andrea DALLAVALLE,Male,Athlete,ITA,Italy,10/31/1999
